鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,租賃年月日,租賃層次,總樓層數,建物型態,主要用途,建築完成年月,租賃總面積平方公尺,總額元,單價每平方公尺,租賃總面積平方公尺,緯度,經度
信義區,建物,臺北市信義區基隆路二段151~180號,0,住,1050303,一層,12,店面(店鋪),商業用,701117,152.38,60000,394,0,25.02643410 ,121.55507530 
信義區,建物,臺北市信義區仁愛路四段511~540號,0,商,1050305,六層,12,住宅大樓(11層含以上有電梯),商業用,690828,176.28,70000,397,0,25.03747180 ,121.56121850 
信義區,建物,臺北市信義區信義路五段150巷1~30號,0,住,1050322,八層,22,辦公商業大樓,見使用執照,841124,237.84,90000,378,0,25.03350540 ,121.56077890 
信義區,建物,臺北市信義區松勇路53巷61~90號,0,住,1050311,十二層,18,住宅大樓(11層含以上有電梯),住家用,950315,276.68,135400,489,52.2,25.03407860 ,121.56969210 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050301,四層,25,住宅大樓(11層含以上有電梯),住家用,931130,221.69,110000,496,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區忠孝東路五段295巷1~30號,0,住,1050312,三層,5,套房(1房1廳1衛),見其他登記事項,931005,35.03,22000,628,0,25.04393900 ,121.58191800 
信義區,建物,臺北市信義區忠孝東路五段91~120號,0,住,1050317,十一層,13,住宅大樓(11層含以上有電梯),見其他登記事項,1030829,120.33,80500,717,15.78,25.04096910 ,121.56919620 
信義區,建物,臺北市信義區信義路五段150巷1~30號,0,住,1050313,九層,30,住宅大樓(11層含以上有電梯),住家用,861024,128.9,55000,427,0,25.03350540 ,121.56077890 
信義區,建物,臺北市信義區基隆路一段331~360號,0,商,1050317,一層,6,店面(店鋪),住商用,621124,75.03,47727,636,0,25.03577400 ,121.56087400 
信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷22弄31~60號,23.14,住,1050322,一層,7,華廈(10層含以下有電梯),商業用,791130,147.49,120000,814,0,25.04371800 ,121.56348920 
信義區,建物,臺北市信義區基隆路二段151~180號,0,商,1050319,十五層,15,套房(1房1廳1衛),住家用,990901,99.52,40000,402,0,25.02643410 ,121.55507530 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050309,四層,19,住宅大樓(11層含以上有電梯),住家用,951229,86.97,42000,483,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區忠孝東路五段61~90號,0,商,1050224,二十八層,46,辦公商業大樓,見其他登記事項,1040415,3275.61,3073650,938,0,25.04131490 ,121.56669220 
信義區,房地(土地+建物),臺北市信義區基隆路二段121~150號,0,住,1050324,十層,12,住宅大樓(11層含以上有電梯),見使用執照,790119,37.41,19000,508,0,25.02863620 ,121.55706940 
信義區,房地(土地+建物),臺北市信義區信義路四段361~390號,14.36,商,1050308,十層,12,辦公商業大樓,住家用,660402,157.57,62000,393,0,25.03318270 ,121.55852190 
信義區,建物,臺北市信義區松信路31~60號,0,,1050307,四層,4,公寓(5樓含以下無電梯),住家用,,78.18,16000,205,0,25.04826620 ,121.57219070 
信義區,建物,臺北市信義區忠孝東路五段211~240號,0,,1050304,十層,14,住宅大樓(11層含以上有電梯),住家用,940930,41.41,28000,676,0,25.04106800 ,121.56992220 
信義區,建物,臺北市信義區基隆路一段1~30號,0,商,1050324,五層,13,住宅大樓(11層含以上有電梯),住家用,1021107,83.28,35000,420,0,25.04824500 ,121.56899800 
信義區,建物,臺北市信義區基隆路一段121~150號,0,住,1050305,六層,13,住宅大樓(11層含以上有電梯),見其他登記事項,950802,51.94,39000,751,0,25.04478120 ,121.56697160 
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段481~510號,18.66,住,1050324,十三層,28,住宅大樓(11層含以上有電梯),商業用,820813,240.93,88000,365,38.42,25.04100400 ,121.57747500 
信義區,建物,臺北市信義區永吉路31~60號,0,商,1050322,十一層,14,住宅大樓(11層含以上有電梯),住家用,960524,91.64,52000,567,0,25.04589400 ,121.56859300 
信義區,房地(土地+建物)+車位,臺北市信義區松平路61~90號,1634,住,1050315,四層,13,住宅大樓(11層含以上有電梯),住家用,870428,193,63000,326,0,25.03047560 ,121.56497930 
信義區,建物,臺北市信義區松勤街140巷1~30號,0,住,1050328,三層,7,華廈(10層含以下有電梯),住家用,810602,171.22,68000,397,0,25.03222810 ,121.56048460 
信義區,建物,臺北市信義區忠孝東路五段451~480號,0,其他,1050314,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,941006,60.69,35000,577,0,25.04110380 ,121.57625240 
信義區,建物,臺北市信義區基隆路二段151~180號,0,住,1050320,六層,15,住宅大樓(11層含以上有電梯),住家用,990901,115.58,60000,519,0,25.02643410 ,121.55507530 
信義區,建物,臺北市信義區忠孝東路五段743巷21弄1~30號,0,住,1050329,七層,11,住宅大樓(11層含以上有電梯),見其他登記事項,1040821,105.9,30000,283,0,25.04373100 ,121.58081100 
信義區,建物,臺北市信義區忠孝東路五段481~510號,0,商,1050304,十一層,17,辦公商業大樓,商業用,820514,148.2,55000,371,0,25.04100400 ,121.57747500 
信義區,建物,臺北市信義區基隆路一段391~420號,0,商,1050314,十三層,13,辦公商業大樓,見其他登記事項,960816,189.07,82000,434,0,25.04785660 ,121.56874260 
信義區,建物,臺北市信義區基隆路一段331~360號,0,商,1050323,四層,6,華廈(10層含以下有電梯),住家用,621124,40.85,10000,245,0,25.03577400 ,121.56087400 
信義區,建物,臺北市信義區基隆路一段172巷1~30號,0,住,1050305,八層,14,住宅大樓(11層含以上有電梯),住家用,790515,180.45,80000,443,0,25.04310400 ,121.56466210 
信義區,建物,臺北市信義區光復南路421~450號,0,住,1050321,四層,12,住宅大樓(11層含以上有電梯),見其他登記事項,,49.49,20000,404,0,25.03632960 ,121.55770040 
信義區,建物,臺北市信義區忠孝東路五段236巷37弄1~30號,0,住,1050318,四層,4,華廈(10層含以下有電梯),住家用,860515,150.54,48000,319,0,25.03818200 ,121.57206000 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050328,十八層,19,住宅大樓(11層含以上有電梯),住家用,980702,88.28,60000,680,0,25.03365710 ,121.57389770 
信義區,房地(土地+建物),臺北市信義區仁愛路四段452巷1~30號,14.68,住,1050401,一層,7,華廈(10層含以下有電梯),住商用,670118,98.55,40000,406,0,25.03733310 ,121.55887870 
信義區,建物,臺北市信義區基隆路二段151~180號,0,住,1050328,七層,15,住宅大樓(11層含以上有電梯),住家用,990901,105.66,50200,475,0,25.02643410 ,121.55507530 
信義區,建物,臺北市信義區和平東路三段207巷6弄1~30號,0,住,1050315,三層,6,華廈(10層含以下有電梯),住家用,800318,49.72,23000,463,0,25.02490700 ,121.54675800 
信義區,建物,臺北市信義區忠孝東路五段31巷18弄31~60號,0,住,1050407,四層,5,公寓(5樓含以下無電梯),見其他登記事項,710628,113.69,28000,246,0,25.04171100 ,121.56673600 
信義區,建物,臺北市信義區基隆路二段181~210號,0,商,1050406,八層,21,辦公商業大樓,見使用執照,860221,181.63,75000,413,0,25.02499380 ,121.55348940 
信義區,建物,臺北市信義區臺北市信義區信義路五段91~120號,0,其他,1050310,二層,27,住宅大樓(11層含以上有電梯),見其他登記事項,961228,204.61,70000,342,43.4,25.03427200 ,121.57182700 
信義區,建物,臺北市信義區松高路91~120號,0,住,1050315,七層,14,住宅大樓(11層含以上有電梯),住家用,861126,268.93,92000,342,37.5,25.03902320 ,121.57015540 
信義區,建物,臺北市信義區信義路六段1~30號,0,住,1050323,一層,5,店面(店鋪),見使用執照,,118.54,48813,412,0,25.03389810 ,121.57478560 
信義區,建物,臺北市信義區松德路151~180號,0,,1050406,六層,21,辦公商業大樓,見使用執照,841212,146.55,58000,396,0,25.03664400 ,121.57487600 
信義區,房地(土地+建物)+車位,臺北市信義區松平路61~90號,2111,住,1050401,十二層,13,住宅大樓(11層含以上有電梯),住家用,870420,168.86,46000,272,0,25.03047560 ,121.56497930 
信義區,建物,臺北市信義區基隆路一段151~180號,0,商,1050122,十三層,14,辦公商業大樓,商業用,730810,66.57,27000,406,0,25.04234000 ,121.56547600 
信義區,房地(土地+建物),臺北市信義區松仁路202巷2弄1~30號,36.75,住,1050328,二層,4,公寓(5樓含以下無電梯),住家用,641121,100.7,25000,248,0,25.04075320 ,121.56879600 
信義區,建物,臺北市信義區基隆路二段91~120號,0,商,1050409,一層,12,辦公商業大樓,商業用,801106,92.53,67000,724,0,25.03000330 ,121.55787650 
信義區,建物,臺北市信義區基隆路二段91~120號,0,商,1050409,一層,12,辦公商業大樓,商業用,801106,100.96,73000,723,0,25.03000330 ,121.55787650 
信義區,建物,臺北市信義區忠孝東路五段241~270號,0,商,1050406,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,930930,72.04,40000,555,0,25.04240500 ,121.57001400 
信義區,建物,臺北市信義區松德路61~90號,0,住,1050329,七層,12,辦公商業大樓,商業用,810609,144.54,55000,381,0,25.03855470 ,121.57678650 
信義區,建物,臺北市信義區信義路五段1~30號,0,商,1050331,十三層,18,辦公商業大樓,商業用,800823,413.22,354375,858,0,25.03350540 ,121.56077890 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050325,三層,19,住宅大樓(11層含以上有電梯),住家用,951229,86.07,58000,674,0,25.03365710 ,121.57389770 
信義區,房地(土地+建物),臺北市信義區永吉路30巷158弄1~30號,32.75,住,1050406,一層,4,公寓(5樓含以下無電梯),住家用,630726,79.52,80000,1006,0,25.04247100 ,121.56860300 
信義區,建物,臺北市信義區松仁路153巷1~30號,0,住,1050322,九層,9,華廈(10層含以下有電梯),住家用,900314,423.76,253000,597,0,25.04075320 ,121.56879600 
信義區,建物,臺北市信義區忠孝東路五段481~510號,0,住,1050411,二層,28,辦公商業大樓,商業用,820813,65.6,29515,450,0,25.04100400 ,121.57747500 
信義區,建物,臺北市信義區永吉路30巷83弄1~30號,0,住,1050319,四層,6,華廈(10層含以下有電梯),住家用,990211,89.98,40000,445,0,25.04403700 ,121.56913500 
信義區,建物,臺北市信義區松勇路69巷1~30號,0,其他,1050325,八層,22,住宅大樓(11層含以上有電梯),住家用,1010528,528.09,280000,530,0,25.03359510 ,121.57056760 
信義區,建物,臺北市信義區莊敬路421~450號,0,商,1050330,一層,4,店面(店鋪),住家用,630718,81.6,60000,735,0,25.02732900 ,121.56650800 
信義區,建物,臺北市信義區忠孝東路五段524巷3弄1~30號,0,住,1050415,三層,7,華廈(10層含以下有電梯),住家用,,122.21,25000,205,0,25.04082200 ,121.57980000 
信義區,建物,臺北市信義區基隆路一段83巷1~30號,0,住,1050330,二層,7,華廈(10層含以下有電梯),住家用,971030,110.16,30000,272,0,25.04683150 ,121.56825880 
信義區,建物,臺北市信義區莊敬路361~390號,0,商,1050418,三層,4,公寓(5樓含以下無電梯),,,177.04,34000,192,0,25.02785000 ,121.56478120 
信義區,建物,臺北市信義區永吉路61~90號,0,商,1050409,九層,14,住宅大樓(11層含以上有電梯),商業用,891026,197.67,43000,218,0,25.04589880 ,121.56931370 
信義區,建物,臺北市信義區永吉路61~90號,0,商,1050411,十層,14,住宅大樓(11層含以上有電梯),商業用,891026,163.17,49000,300,0,25.04589880 ,121.56931370 
信義區,建物,臺北市信義區永吉路31~60號,0,商,1050407,八層,14,住宅大樓(11層含以上有電梯),住家用,960524,86.56,45000,520,0,25.04589400 ,121.56859300 
信義區,建物,臺北市信義區永吉路61~90號,0,商,1050408,十層,14,住宅大樓(11層含以上有電梯),商業用,891026,197.67,43000,218,0,25.04589880 ,121.56931370 
信義區,建物,臺北市信義區仁愛路四段421~450號,0,住,1050310,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,1020206,240.99,250000,1037,11.04,25.03805990 ,121.55627510 
信義區,建物,臺北市信義區信義路五段91巷12弄1~30號,0,,1050407,二層,7,華廈(10層含以下有電梯),住家用,971224,67.82,20000,295,0,25.03350540 ,121.56077890 
信義區,建物,臺北市信義區信義路五段121~150號,0,住,1050419,七層,25,住宅大樓(11層含以上有電梯),住家用,931130,258.11,153000,593,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區和平東路三段331~360號,0,住,1050411,一層,12,住宅大樓(11層含以上有電梯),商業用,800305,41.66,43000,1032,0,25.02103860 ,121.55634740 
信義區,建物,臺北市信義區松德路25巷1~30號,0,住,1050415,三層,14,住宅大樓(11層含以上有電梯),住家用,740620,110.7,30000,271,0,25.03896700 ,121.57748200 
信義區,房地(土地+建物),臺北市信義區基隆路二段91~120號,21.04,商,1050407,七層,12,辦公商業大樓,商業用,801106,157.72,52000,330,0,25.03000330 ,121.55787650 
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段121~150號,3082,其他,1050325,十八層,19,住宅大樓(11層含以上有電梯),住家用,980702,135.92,55000,405,20.45,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區信義路五段91~120號,0,住,1050323,十四層,14,套房(1房1廳1衛),住家用,980702,71.82,48000,668,0,25.03268250 ,121.56511370 
信義區,建物,臺北市信義區忠孝東路五段61~90號,0,,1050325,二十一層,46,辦公商業大樓,見其他登記事項,1040415,587.14,594994,1013,0,25.04131490 ,121.56669220 
信義區,建物,臺北市信義區松勤街1~30號,0,其他,1050325,十四層,19,住宅大樓(11層含以上有電梯),住家用,961225,98.39,75000,762,0,25.03222810 ,121.56048460 
信義區,建物,臺北市信義區吳興街118巷16弄1~30號,0,住,1050329,一層,7,店面(店鋪),見使用執照,730314,133.61,40000,299,0,25.02979960 ,121.56065310 
信義區,建物,臺北市信義區信義路五段91巷1~30號,0,其他,1050402,八層,27,住宅大樓(11層含以上有電梯),住家用,960621,373.2,210000,563,32.81,25.03350540 ,121.56077890 
信義區,建物,臺北市信義區臺北市信義區仁愛路四段421~450號,0,住,1050411,三層,15,住宅大樓(11層含以上有電梯),住家用,1020206,267.54,137460,514,29.13,25.03462450 ,121.55340950 
信義區,建物,臺北市信義區信義路五段五樓之1~30號,0,其他,1050329,五層,19,住宅大樓(11層含以上有電梯),住家用,951229,91.41,39000,427,0,25.03325910 ,121.56232400 
信義區,建物,臺北市信義區景雲街31~60號,0,住,1050419,一層,5,公寓(5樓含以下無電梯),住家用,1020910,185.8,128000,689,14.54,25.01801000 ,121.57562000 
信義區,建物,臺北市信義區基隆路一段121~150號,0,商,1050329,十層,13,住宅大樓(11層含以上有電梯),見其他登記事項,950126,178.18,70000,393,0,25.04478120 ,121.56697160 
信義區,房地(土地+建物),臺北市信義區大道路74巷1~30號,69.95,住,1050421,二層,5,公寓(5樓含以下無電梯),見使用執照,,296.57,55000,185,0,25.04058890 ,121.58220300 
信義區,建物,臺北市信義區基隆路一段172巷1~30號,0,住,1050329,十層,14,住宅大樓(11層含以上有電梯),住家用,790515,163.59,115000,703,0,25.04310400 ,121.56466210 
信義區,建物,臺北市信義區松德路91~120號,0,住,1050408,十三層,23,住宅大樓(11層含以上有電梯),住家用,831021,162.67,60000,369,0,25.03753200 ,121.57465500 
信義區,房地(土地+建物),臺北市信義區信義路五段121~150號,8.52,其他,1050415,十三層,19,住宅大樓(11層含以上有電梯),住家用,951229,51.3,29000,565,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050401,三層,19,住宅大樓(11層含以上有電梯),住家用,951229,40.28,19000,472,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區永吉路31~60號,0,商,1050414,四層,14,住宅大樓(11層含以上有電梯),住家用,960524,99.19,42000,423,0,25.04589400 ,121.56859300 
信義區,建物,臺北市信義區信義路五段121~150號,0,其他,1050401,九層,25,住宅大樓(11層含以上有電梯),住家用,931130,219.8,87000,396,0,25.03365710 ,121.57389770 
信義區,建物,臺北市信義區忠孝東路五段61~90號,0,商,1050419,二十二層,46,辦公商業大樓,見其他登記事項,1040415,1157.58,1190578,1029,0,25.04131490 ,121.56669220 
信義區,建物,臺北市信義區嘉興街151~180號,0,住,1050420,一層,4,公寓(5樓含以下無電梯),住家用,631205,81.2,30000,369,0,25.02824040 ,121.55734600 
信義區,建物,臺北市信義區基隆路一段121~150號,0,商,1050421,七層,13,住宅大樓(11層含以上有電梯),見其他登記事項,950802,51.8,31000,598,0,25.04478120 ,121.56697160 
信義區,建物,臺北市信義區松仁路241~270號,0,住,1050420,一層,16,住宅大樓(11層含以上有電梯),商業用,851007,122.29,65000,532,0,25.02594080 ,121.56892950 
信義區,建物,臺北市信義區永吉路278巷27弄31~60號,0,其他,1050428,一層,4,公寓(5樓含以下無電梯),住家用,,81.53,19999,245,0,25.04472890 ,121.57501400 
信義區,房地(土地+建物),臺北市信義區忠孝東路五段524巷1弄1~30號,32.1,住,1050412,六層,七層,華廈(10層含以下有電梯),住家用,,186.14,211722,,0,25.04115200 ,121.57950400 
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段121~150號,14.11,其他,1050314,十七層,十九層,套房(1房1廳1衛),住家用,951229,118.75,221708,坡道平面,0,25.03365710 ,121.57389770 
信義區,房地(土地+建物),臺北市信義區和平東路三段151~180號,9.1,商,1050331,七層,十四層,套房(1房1廳1衛),住家用,970205,45.09,237303,,0,25.02419400 ,121.55308760 
信義區,房地(土地+建物),臺北市信義區忠孝東路四段559巷16弄1~30號,12.77,住,1050315,一層,六層,華廈(10層含以下有電梯),商業用,760911,55.49,594702,,0,25.04241590 ,121.56383100 
信義區,房地(土地+建物)+車位,臺北市信義區永吉路331~360號,15.22,商,1050422,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,741113,176.72,46854,坡道平面,0,25.04566100 ,121.57577580 
信義區,房地(土地+建物),臺北市信義區吳興街284巷39弄1~30號,27.05,住,1050324,四層,五層,公寓(5樓含以下無電梯),住家用,760916,105.54,127914,,0,25.02269000 ,121.56379300 
信義區,房地(土地+建物),臺北市信義區福德街137巷18弄1~30號,29.36,住,1050306,四層,五層,公寓(5樓含以下無電梯),住家用,740827,106.57,119640,,0,25.03621250 ,121.58343940 
信義區,房地(土地+建物),臺北市信義區光復南路451~480號,17.49,住,1050328,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,,87.39,205973,,0,25.03467920 ,121.55772190 
信義區,房地(土地+建物),臺北市信義區忠孝東路五段1~30號,5.98,住,1050319,十層,十二層,住宅大樓(11層含以上有電梯),住家用,710227,66.36,301386,,0,25.04393900 ,121.58191800 
信義區,房地(土地+建物),臺北市信義區吳興街600巷53弄1~30號,29.27,住,1050422,三層,五層,公寓(5樓含以下無電梯),住家用,681212,104.32,164877,,0,25.02016690 ,121.57016600 
信義區,房地(土地+建物)+車位,臺北市信義區富陽街31~60號,30.69,住,1050425,一層,七層,華廈(10層含以下有電梯),見其他登記事項,991210,163.29,318452,坡道機械,0,25.02292090 ,121.55649500 
信義區,房地(土地+建物),臺北市信義區永吉路120巷1~30號,20.06,住,1050215,六層,十層,華廈(10層含以下有電梯),住家用,951201,93.18,242026,,0,25.04533900 ,121.57039600 
信義區,車位,臺北市信義區信義路五段150巷301~330號,5.48,住,1050417,一層,十三層,其他,住家用,980408,39.52,,坡道平面,2600000,25.03165900 ,121.56231600 
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,3.94,商,1050423,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,970822,42.99,302396,,0,25.03171000 ,121.55751480 
信義區,房地(土地+建物),臺北市信義區信義路五段121~150號,8.53,其他,1050328,十五層,十九層,套房(1房1廳1衛),住家用,951229,51.32,270460,,0,25.03365710 ,121.57389770 
信義區,房地(土地+建物),臺北市信義區基隆路二段151~180號,10.28,商,1050306,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,701117,85.32,174637,,0,25.02643410 ,121.55507530 
信義區,房地(土地+建物)+車位,臺北市信義區光復南路541~570號,18.86,商,1050224,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,771115,179.29,216409,坡道平面,0,25.03171000 ,121.55751480 
信義區,房地(土地+建物),臺北市信義區和平東路三段271~300號,8.31,住,1050404,六層,十二層,住宅大樓(11層含以上有電梯),住家用,720712,77.02,202025,,0,25.02230560 ,121.55505070 
信義區,房地(土地+建物),臺北市信義區永吉路278巷42弄1~30號,27.75,住,1050327,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,81.19,172435,,0,25.04482700 ,121.57475700 
信義區,房地(土地+建物),臺北市信義區永吉路187巷6弄1~30號,26.8,住,1050331,五層,五層,公寓(5樓含以下無電梯),住家用,721104,86.56,166128,,0,25.04482700 ,121.57475700 
信義區,房地(土地+建物),臺北市信義區虎林街164巷60弄1~30號,17.2,住,1050316,五層,五層,公寓(5樓含以下無電梯),住家用,,62.67,236158,,0,25.03784600 ,121.57443930 
信義區,房地(土地+建物),臺北市信義區基隆路一段364巷1~30號,15.7,住,1050411,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,720901,79.52,76293,,0,25.03557880 ,121.56043960 
信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷27弄61~90號,15.07,住,1050323,三層,七層,華廈(10層含以下有電梯),住家用,,75.74,211249,,0,25.04000790 ,121.57582200 
信義區,房地(土地+建物),臺北市信義區吳興街600巷72弄1~30號,24.59,住,1050412,二層,五層,公寓(5樓含以下無電梯),住家用,760205,88.09,156090,,0,25.03195230 ,121.55936300 
信義區,房地(土地+建物),臺北市信義區松山路482巷1~30號,9.02,住,1050328,六層,十四層,住宅大樓(11層含以上有電梯),住家用,740723,80.03,216794,,0,25.04724900 ,121.57742800 
信義區,房地(土地+建物)+車位,臺北市信義區松勤街1~30號,6.67,其他,1050306,十層,十九層,套房(1房1廳1衛),住家用,961225,69.4,332565,坡道機械,0,25.03222810 ,121.56048460 
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段150巷1~30號,31.56,住,1050424,十九層，二十層，電梯樓梯間,三十層,住宅大樓(11層含以上有電梯),住家用,861024,311.77,222914,坡道平面,0,25.03350540 ,121.56077890 
信義區,房地(土地+建物),臺北市信義區吳興街284巷22弄1~30號,28,住,1050504,四層,四層,公寓(5樓含以下無電梯),住家用,620625,72.66,165153,,0,25.03195230 ,121.55936300 
信義區,房地(土地+建物),臺北市信義區基隆路一段121~150號,13.56,商,1050302,十一層,十二層,辦公商業大樓,商業用,700325,136.05,235208,,0,25.04478120 ,121.56697160 
信義區,房地(土地+建物),臺北市信義區和平東路三段341巷1~30號,53.5,住,1050405,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,151.64,147059,,0,25.02490700 ,121.54675800 
信義區,房地(土地+建物),臺北市信義區基隆路一段121~150號,7.66,其他,1050323,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,950126,125.08,249280,,0,25.04478120 ,121.56697160 
信義區,房地(土地+建物),臺北市信義區和平東路三段391巷20弄1~30號,19.6,住,1050406,二層,五層,公寓(5樓含以下無電梯),住家用,,83.4,149880,,0,25.02047730 ,121.55835100 
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段101巷1~30號,13.71,商,1050420,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,1041118,156.52,290269,升降機械,1700000,25.04532900 ,121.56746650 
信義區,房地(土地+建物),臺北市信義區嘉興街181巷1~30號,20.39,住,1050413,七層,七層,華廈(10層含以下有電梯),住家用,,106.91,65476,,0,25.02652890 ,121.55694400 
信義區,房地(土地+建物),臺北市信義區吳興街432巷121~150號,22.81,住,1050331,四層,五層,公寓(5樓含以下無電梯),住家用,770119,86.75,126801,,0,25.02984300 ,121.56147900 
信義區,房地(土地+建物),臺北市信義區虎林街271~300號,26.38,住,1050414,二層,五層,公寓(5樓含以下無電梯),住家用,740817,83.39,135508,,0,25.03537810 ,121.57800290 
信義區,房地(土地+建物),臺北市信義區光復南路481~510號,6.22,商,1050426,六層,十二層,住宅大樓(11層含以上有電梯),見使用執照,780301,74.84,218733,,0,25.04606000 ,121.55750800 
信義區,房地(土地+建物),臺北市信義區松山路511~540號,23.12,住,1050408,一層，二層,七層,店面(店鋪),見使用執照,,137.23,249945,,0,25.03869730 ,121.57814920 
信義區,車位,臺北市信義區忠孝東路五段241~270號,1.78,商,1050503,地下一層，地下二層,十一層,其他,停車空間,930930,36.33,,坡道平面,1750000,25.04240500 ,121.57001400 
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,3.94,商,1050330,九層,十八層,住宅大樓(11層含以上有電梯),住家用,970822,42.99,316353,,0,25.03171000 ,121.55751480 
信義區,房地(土地+建物),臺北市信義區吳興街600巷96弄1~30號,30.89,住,1050325,四層,四層,公寓(5樓含以下無電梯),住家用,,80.36,119462,,0,25.01819800 ,121.57115600 
信義區,房地(土地+建物),臺北市信義區中坡南路168巷1~30號,43.89,住,1050422,四層,四層,公寓(5樓含以下無電梯),住家用,,95.38,152023,,0,25.03901860 ,121.58385690 
信義區,房地(土地+建物),臺北市信義區基隆路一段121~150號,3.81,商,1050408,十層,十三層,套房(1房1廳1衛),見其他登記事項,950802,32.73,314696,,0,25.04478120 ,121.56697160 
信義區,房地(土地+建物),臺北市信義區虎林街40巷1~30號,24.62,住,1050427,一層,五層,公寓(5樓含以下無電梯),住家用,740517,104.03,182640,,0,25.04749900 ,121.57664900 
信義區,房地(土地+建物),臺北市信義區虎林街40巷1~30號,24.62,住,1050427,二層,五層,公寓(5樓含以下無電梯),住家用,740517,104.03,139383,,0,25.04749900 ,121.57664900 
信義區,房地(土地+建物),臺北市信義區忠孝東路五段781~810號,7.4,其他,1050408,四層,十三層,套房(1房1廳1衛),見其他登記事項,960103,41.78,251316,,0,25.04384690 ,121.58140610 
信義區,房地(土地+建物),臺北市信義區中坡南路271~300號,25.39,住,1050411,三層,四層,公寓(5樓含以下無電梯),住家用,660331,73.36,177208,,0,25.03905980 ,121.58427830 
信義區,房地(土地+建物),臺北市信義區和平東路三段391巷20弄31~60號,5.19,住,1050420,一層,六層,華廈(10層含以下有電梯),見使用執照,880906,26.98,63010,,0,25.02101940 ,121.55912940 
信義區,房地(土地+建物),臺北市信義區忠孝東路五段71巷11弄1~30號,13.25,住,1050311,二層,四層,公寓(5樓含以下無電梯),住家用,631014,37.88,219113,,0,25.04393900 ,121.58191800 
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段451~480號,7.22,商,1050426,三層,十一層,套房(1房1廳1衛),見其他登記事項,941006,79.5,199748,坡道平面,0,25.04110380 ,121.57625240 
信義區,房地(土地+建物),臺北市信義區吳興街269巷1弄1~30號,26.5,住,1050330,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,630208,76.95,108993,,0,25.02713390 ,121.56424300 
信義區,房地(土地+建物),臺北市信義區逸仙路42巷1~30號,25.05,住,1050330,四層,七層,華廈(10層含以下有電梯),住家用,,160.89,208217,,0,25.04030240 ,121.56190180 
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段743巷21弄1~30號,14.37,住,1050401,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,1040821,107.3,213234,坡道平面,0,25.04373100 ,121.58081100 
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,11.6,住,1010215,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,1030829,116.72,465623,塔式車位,2800000,25.04096910 ,121.56919620 
信義區,房地(土地+建物),臺北市信義區忠孝東路四段559巷16弄1~30號,14.15,住,1050419,六層,六層,華廈(10層含以下有電梯),住家用,800130,80.8,235149,,0,25.04241590 ,121.56383100 
信義區,房地(土地+建物),臺北市信義區基隆路一段364巷1~30號,22.48,住,1050326,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,720901,112.71,212936,,0,25.03557880 ,121.56043960 
信義區,房地(土地+建物),臺北市信義區虎林街60巷1~30號,22,住,1050421,一層,四層,公寓(5樓含以下無電梯),住家用,,47.32,369822,,0,25.04618890 ,121.57687910 
