鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,租賃年月日,租賃層次,總樓層數,建物型態,主要用途,建築完成年月,租賃總面積平方公尺,總額元,單價每平方公尺,租賃總面積平方公尺,緯度,經度
大安區,建物,臺北市大安區瑞安街81巷1~30號,0,,1040725,七層,13,住宅大樓(11層含以上有電梯),住家用,980213,319.64,128000,400,65.04,25.02677800 ,121.53953180 
大安區,建物,臺北市大安區復興南路二段78巷61~90號,0,住,1040723,七層,7,華廈(10層含以下有電梯),住家用,700924,118.88,39000,328,0,25.03109270 ,121.54186730 
大安區,建物,臺北市大安區忠孝東路四段170巷6弄1~30號,0,商,1040623,一層,7,店面(店鋪),商業用,,182.14,350000,1922,0,25.04093000 ,121.55065210 
大安區,建物,臺北市大安區敦化南路一段187巷61~90號,42.42,住,1040601,一層,7,店面(店鋪),住家用,631115,144.46,270000,1869,0,25.04263290 ,121.55225640 
大安區,建物,臺北市大安區敦化南路二段241~270號,0,商,1040723,九層,12,辦公商業大樓,商業用,780201,378.61,150000,396,0,25.02602560 ,121.54896820 
大安區,建物,臺北市大安區信義路三段99巷31~60號,0,住,1040725,十二層,14,住宅大樓(11層含以上有電梯),住家用,750520,93.58,35000,374,0,25.03308600 ,121.54136500 
大安區,建物,臺北市大安區仁愛路四段408巷1~30號,0,商,1040706,二層,9,華廈(10層含以下有電梯),住家用,970701,73.32,57000,777,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區復興南路二段301~330號,0,住,1040708,四層,18,住宅大樓(11層含以上有電梯),住家用,760519,166.36,46000,277,0,25.02425500 ,121.54369900 
大安區,建物,臺北市大安區信義路四段241~270號,0,商,1040715,十一層,15,住宅大樓(11層含以上有電梯),住家用,711106,119.65,60000,501,0,25.03343280 ,121.55355680 
大安區,建物,臺北市大安區仁愛路四段151巷1~30號,0,住,1040710,八層,13,住宅大樓(11層含以上有電梯),住家用,790220,146.35,55000,376,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區辛亥路二段121~150號,0,住,1040729,一層,7,店面(店鋪),商業用,720916,281.17,100000,356,0,25.02178490 ,121.53927000 
大安區,建物,臺北市大安區復興南路一段211~240號,0,商,1040716,五層,12,辦公商業大樓,商業用,771126,258.17,125000,484,0,25.03933800 ,121.54395150 
大安區,建物,臺北市大安區光復南路631~660號,0,商,1040711,六層,14,住宅大樓(11層含以上有電梯),住家用,970627,71.84,38000,529,0,25.03108860 ,121.55719940 
大安區,建物,臺北市大安區安和路二段151~180號,0,住,1040709,十層,17,住宅大樓(11層含以上有電梯),住家用,750131,193.32,58800,304,0,25.02845740 ,121.55050080 
大安區,建物,臺北市大安區瑞安街61巷1弄1~30號,0,商,1040703,六層,7,華廈(10層含以下有電梯),住家用,,140.16,52000,371,0,25.02897210 ,121.54259470 
大安區,房地(土地+建物),臺北市大安區信義路三段151~180號,3.19,住,1040729,十三層,14,套房(1房1廳1衛),住家用,970903,38.28,25000,653,0,25.03364590 ,121.54222890 
大安區,建物,臺北市大安區仁愛路四段408巷1~30號,0,商,1040723,七層,9,華廈(10層含以下有電梯),住家用,970701,80.15,41409,517,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區仁愛路四段408巷1~30號,0,商,1040723,七層,9,華廈(10層含以下有電梯),住家用,970701,74.63,38591,517,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路一段151~180號,0,商,1040702,一層,4,公寓(5樓含以下無電梯),住商用,,54.43,18000,331,0,25.02650500 ,121.53108700 
大安區,建物,臺北市大安區敦化南路一段161巷61~90號,0,住,1040730,一層,4,店面(店鋪),,,49.97,150000,3002,0,25.04353560 ,121.55201470 
大安區,建物,臺北市大安區敦化南路一段161巷61~90號,0,住,1040724,一層,4,店面(店鋪),,,49.97,140000,2802,0,25.04353560 ,121.55201470 
大安區,建物,臺北市大安區敦化南路一段271~300號,0,其他,1040724,五層,14,住宅大樓(11層含以上有電梯),,,39.08,21000,537,0,25.03644900 ,121.54928000 
大安區,建物,臺北市大安區信義路三段134巷1~30號,0,住,1040730,四層,6,華廈(10層含以下有電梯),住家用,610908,122.66,31000,253,0,25.03382500 ,121.53299210 
大安區,建物,臺北市大安區光復南路200巷1~30號,0,商,1040724,一層,6,店面(店鋪),住家用,,64.26,128000,1992,0,25.04209660 ,121.55621760 
大安區,建物,臺北市大安區敦化南路二段31~60號,0,其他,1040723,二層,21,辦公商業大樓,商業用,710113,104.95,40000,381,0,25.03227610 ,121.54916350 
大安區,房地(土地+建物),臺北市大安區仁愛路四段421~450號,15.68,住,1040706,一層,13,店面(店鋪),商業用,770504,135.12,205357,1520,0,25.03805990 ,121.55627510 
大安區,建物,臺北市大安區忠孝東路四段26巷61~90號,0,其他,1040803,六層,14,住宅大樓(11層含以上有電梯),住家用,990212,191.57,90000,470,0,25.04176600 ,121.54629300 
大安區,建物,臺北市大安區羅斯福路三段271~300號,0,商,1040707,二層,12,辦公商業大樓,見使用執照,700817,95.16,43182,454,0,25.01867200 ,121.53062500 
大安區,建物,臺北市大安區延吉街181~210號,0,住,1040624,一層,7,店面(店鋪),見使用執照,700123,466.41,220000,472,0,25.03789270 ,121.55542080 
大安區,建物,臺北市大安區復興南路二段78巷61~90號,0,住,1040731,一層,7,店面(店鋪),見使用執照,700924,319.49,135000,423,0,25.03109270 ,121.54186730 
大安區,建物,臺北市大安區敦化南路一段252巷1~30號,0,住,1040626,一層,7,店面(店鋪),商業用,821028,143.73,189000,1315,0,25.03989420 ,121.54814450 
大安區,建物,臺北市大安區安和路一段49巷1~30號,0,住,1040730,一層,7,店面(店鋪),住家用,,101.82,66000,648,35.82,25.03856940 ,121.55204790 
大安區,建物,臺北市大安區忠孝東路四段205巷7弄1~30號,0,住,1040730,七層,7,華廈(10層含以下有電梯),住家用,631115,203.67,76000,373,0,25.04214840 ,121.55199150 
大安區,建物,臺北市大安區敦化南路一段187巷61~90號,44.32,住,1040801,一層,7,店面(店鋪),住家用,631115,179.74,300000,1669,0,25.04263290 ,121.55225640 
大安區,建物,臺北市大安區延吉街97巷1~30號,0,住,1040730,二層,6,華廈(10層含以下有電梯),住家用,740722,155.13,45000,290,0,25.04317770 ,121.55504250 
大安區,建物,臺北市大安區大安路一段91~120號,0,住,1040713,五層,7,華廈(10層含以下有電梯),住家用,790926,88.72,60000,676,0,25.04066990 ,121.54625380 
大安區,建物,臺北市大安區復興南路一段61~90號,0,住,1040731,七層,16,住宅大樓(11層含以上有電梯),住家用,701230,132.63,40000,302,0,25.04513600 ,121.54412600 
大安區,建物,臺北市大安區復興南路一段121~150號,0,商,1040715,五層,10,華廈(10層含以下有電梯),住家用,950424,87.48,50000,572,0,25.04341980 ,121.54404020 
大安區,建物,臺北市大安區臥龍街301~330號,0,住,1040730,六層,13,住宅大樓(11層含以上有電梯),住家用,990513,168.94,68000,403,46.82,25.01697890 ,121.55974000 
大安區,建物,臺北市大安區信義路二段211~240號,0,商,1040730,六層,7,辦公商業大樓,住家用,620820,212.33,60000,283,0,25.03389700 ,121.53027900 
大安區,建物,臺北市大安區安和路一段127巷1~30號,535,,1040724,一層,5,公寓(5樓含以下無電梯),住家用,690913,427.05,170500,399,0,25.03474850 ,121.55322830 
大安區,建物,臺北市大安區市民大道四段61~90號,0,住,1040730,三層,4,公寓(5樓含以下無電梯),住家用,610821,97.34,23000,236,0,25.04499170 ,121.54668120 
大安區,建物,臺北市大安區濟南路三段31~60號,0,住,1040710,二層,7,華廈(10層含以下有電梯),住家用,990728,175.47,53000,302,0,25.04030700 ,121.53535280 
大安區,房地(土地+建物),臺北市大安區復興南路二段181~210號,0.38,商,1040801,九層,12,住宅大樓(11層含以上有電梯),住家用,820407,38.67,23000,595,0,25.02683810 ,121.54369950 
大安區,建物,臺北市大安區仁愛路345巷4弄1~30號,0,住,1040713,一層,7,店面(店鋪),住家用,,136.16,213000,1564,0,25.03891700 ,121.53537730 
大安區,建物,臺北市大安區忠孝東路四段271~300號,0,商,1040806,一層,12,店面(店鋪),見使用執照,,187.34,410000,2189,0,25.04119760 ,121.55591240 
大安區,建物,臺北市大安區忠孝東路四段205巷31~60號,0,住,1040728,一層,9,店面(店鋪),見其他登記事項,930616,56.62,100000,1766,0,25.04182720 ,121.55196940 
大安區,建物,臺北市大安區大安路一段31巷1~30號,0,住,1040726,二層,7,華廈(10層含以下有電梯),住家用,680908,153.66,41000,267,0,25.04414150 ,121.54637170 
大安區,建物,臺北市大安區潮州街61~90號,0,,1040720,一層,7,店面(店鋪),商業用,710608,232.76,60000,258,0,25.02929020 ,121.52441100 
大安區,建物,臺北市大安區忠孝東路四段223巷31~60號,0,住,1040720,一層,7,店面(店鋪),見使用執照,,107.68,220000,2043,0,25.04154140 ,121.54455690 
大安區,房地(土地+建物),臺北市大安區復興南路二段151~180號,27.75,商,1040804,二層,4,公寓(5樓含以下無電梯),,,101.25,33600,332,0,25.02828810 ,121.54356530 
大安區,建物,臺北市大安區東豐街61~90號,0,,1040810,一層,4,店面(店鋪),,,100.52,130000,1293,0,25.03613250 ,121.54754380 
大安區,建物,臺北市大安區復興南路二段61~90號,0,商,1040717,二層,16,住宅大樓(11層含以上有電梯),商業用,750801,140.02,53000,379,0,25.03095450 ,121.54373870 
大安區,建物,臺北市大安區仁愛路四段112巷1~30號,0,住,1040806,六層,7,華廈(10層含以下有電梯),住家用,700722,160.48,40000,249,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路二段18巷3弄1~30號,0,住,1040804,四層,5,華廈(10層含以下有電梯),住家用,740506,158.27,50000,316,0,25.02325520 ,121.53604680 
大安區,建物,臺北市大安區延吉街1~30號,0,商,1040724,一層,6,店面(店鋪),住家用,,107.04,130000,1214,0,25.04350700 ,121.55455200 
大安區,建物,臺北市大安區樂業街61~90號,0,商,1040731,四層,13,住宅大樓(11層含以上有電梯),住家用,950728,289.5,60000,207,0,25.02216250 ,121.55073300 
大安區,建物,臺北市大安區信義路二段198巷31~60號,0,住,1040714,二層,6,華廈(10層含以下有電梯),住家用,841003,147.36,80000,543,0,25.03066220 ,121.53131800 
大安區,建物,臺北市大安區忠孝東路四段91~120號,0,,1040801,四層,15,店面(店鋪),商業用,770121,27.25,16320,599,0,25.04177800 ,121.54778100 
大安區,房地(土地+建物),臺北市大安區光復南路691~720號,0,其他,1040731,六層,14,住宅大樓(11層含以上有電梯),住家用,1011120,74.6,40000,536,0,25.02986420 ,121.55733820 
大安區,建物,臺北市大安區仁愛路三段5巷1弄1~30號,0,,1040811,一層,5,公寓(5樓含以下無電梯),住家用,,114.35,45000,394,0,25.03903660 ,121.53374670 
大安區,房地(土地+建物)+車位,臺北市大安區仁愛路三段31~60號,73.24,住,1040807,十層,28,住宅大樓(11層含以上有電梯),住家用,941005,386.81,240000,620,103.66,25.03855670 ,121.53571810 
大安區,建物,臺北市大安區敦化南路二段91~120號,0,其他,1040716,三十三層,35,辦公商業大樓,商業用,800212,712.24,452340,635,0,25.03262590 ,121.54933300 
大安區,建物,臺北市大安區忠孝東路三段91~120號,0,商,1040727,六層,12,辦公商業大樓,商業用,,251.01,105500,420,0,25.04177100 ,121.53777670 
大安區,建物,臺北市大安區敦化南路二段241~270號,0,其他,1040728,八層,17,住宅大樓(11層含以上有電梯),住家用,,135.07,50000,370,0,25.02602560 ,121.54896820 
大安區,建物,臺北市大安區安和路二段91~120號,965,,1040806,一層,12,住宅大樓(11層含以上有電梯),商業用,770109,83.13,125000,1504,0,25.02990570 ,121.55198760 
大安區,建物,臺北市大安區金山南路二段132巷1~30號,0,住,1040717,七層,7,華廈(10層含以下有電梯),住家用,1030106,62.51,42000,672,0,25.02845700 ,121.52663400 
大安區,建物,臺北市大安區新生南路三段16巷1~30號,0,住,1040717,三層,4,公寓(5樓含以下無電梯),,,95.2,27000,284,0,25.02462000 ,121.53430600 
大安區,建物,臺北市大安區忠孝東路三段217巷6弄1~30號,0,住,1040714,一層,7,店面(店鋪),住家用,620503,83.03,40000,482,0,25.04243390 ,121.53563580 
大安區,建物,臺北市大安區新生南路三段16之1~30號,0,住,1040806,全,3,透天厝,,,286.26,150000,524,0,25.02445700 ,121.53445000 
大安區,建物,臺北市大安區仁愛路四段391~420號,0,,1040803,六層,14,其他,住家用,710227,184.63,66000,357,0,25.03750860 ,121.55656270 
大安區,建物,臺北市大安區忠孝東路四段241~270號,0,商,1040717,一層,12,店面(店鋪),商業用,,122.28,200000,1636,0,25.04119150 ,121.55479930 
大安區,建物,臺北市大安區復興南路一段279巷1~30號,0,住,1040731,三層,7,華廈(10層含以下有電梯),住家用,690324,125.27,65000,519,0,25.03565210 ,121.54560280 
大安區,建物,臺北市大安區建國南路一段151~180號,0,住,1040811,五層,12,辦公商業大樓,商業用,881006,613.29,250000,408,0,25.04166870 ,121.53730780 
大安區,建物,臺北市大安區永康街31~60號,0,住,1040803,一層,4,店面(店鋪),商業用,690324,29.76,70000,2352,0,25.03108700 ,121.52958900 
大安區,建物,臺北市大安區忠孝東路四段223巷71弄1~30號,0,,1040724,二層,7,華廈(10層含以下有電梯),住家用,751229,130.88,40000,306,0,25.04190040 ,121.54407480 
大安區,建物,臺北市大安區仁愛路四段345巷15弄1~30號,0,,1040731,一層,6,華廈(10層含以下有電梯),住家用,750609,138.25,44000,318,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區忠孝東路四段121~150號,0,其他,1040727,一層,14,店面(店鋪),商業用,,218.37,1300000,5953,0,25.04148790 ,121.54726910 
大安區,房地(土地+建物),臺北市大安區忠孝東路四段211~240號,24.4,商,1040717,二層,14,辦公商業大樓,住家用,,261.39,90000,344,0,25.04169230 ,121.55208870 
大安區,房地(土地+建物),臺北市大安區忠孝東路四段61~90號,0,商,1040812,八層,12,住宅大樓(11層含以上有電梯),住家用,,46.94,24000,511,0,25.04176600 ,121.54629300 
大安區,建物,臺北市大安區基隆路二段181~210號,0,商,1040811,八層,12,住宅大樓(11層含以上有電梯),住家用,701231,146.01,35000,240,0,25.02524420 ,121.55349070 
大安區,建物,臺北市大安區敦化南路一段161巷31~60號,61.96,住,1040724,一層,7,店面(店鋪),見其他登記事項,,61.96,190000,3066,0,25.04361800 ,121.55060240 
大安區,建物,臺北市大安區瑞安街208巷14弄1~30號,0,住,1040811,三層,4,公寓(5樓含以下無電梯),,570507,168.56,48000,285,0,25.02836950 ,121.54038010 
大安區,建物,臺北市大安區泰順街44巷1~30號,0,,1040801,一層,4,公寓(5樓含以下無電梯),,,101.97,50000,490,0,25.02368800 ,121.53120000 
大安區,建物,臺北市大安區延吉街241~270號,114.6,,1040729,五層,7,華廈(10層含以下有電梯),住家用,,180.73,43000,238,0,25.03578260 ,121.55565250 
大安區,建物,臺北市大安區光復南路451~480號,0,商,1040720,十四層,14,辦公商業大樓,住家用,,142.55,63000,442,0,25.03564580 ,121.55744950 
大安區,建物,臺北市大安區仁愛路三段143巷1~30號,0,商,1040806,七層,7,華廈(10層含以下有電梯),住家用,721117,115.39,45000,390,0,25.03849060 ,121.53310590 
大安區,建物,臺北市大安區敦化南路二段241~270號,1447,其他,1040812,十三層,17,住宅大樓(11層含以上有電梯),住家用,,167.84,55000,328,0,25.02602560 ,121.54896820 
大安區,建物,臺北市大安區復興南路一段121~150號,0,商,1040813,十一層,16,住宅大樓(11層含以上有電梯),住家用,771115,127.73,58000,454,0,25.04341980 ,121.54404020 
大安區,建物,臺北市大安區忠孝東路四段121~150號,0,,1040814,二層,12,辦公商業大樓,,,621.49,680000,1094,0,25.04148790 ,121.54726910 
大安區,建物,臺北市大安區仁愛路四段408巷1~30號,0,商,1040815,八層,9,華廈(10層含以下有電梯),住家用,970701,74.63,45000,603,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區忠孝東路三段251巷2弄1~30號,0,住,1040814,四層,4,公寓(5樓含以下無電梯),住家用,570830,101.03,33000,327,0,25.04243390 ,121.53563580 
大安區,建物,臺北市大安區安和路一段49巷1~30號,0,住,1040813,一層,7,店面(店鋪),住家用,,50,45000,900,0,25.03856940 ,121.55204790 
大安區,房地(土地+建物)+車位,臺北市大安區大安路二段91~120號,1414,住,1040815,二層,7,華廈(10層含以下有電梯),住家用,741210,152.38,63000,413,80,25.03123910 ,121.54605850 
大安區,房地(土地+建物),臺北市大安區金華街164巷1弄1~30號,356,住,1040801,一層,7,店面(店鋪),見使用執照,700408,115.22,85000,738,0,25.02933800 ,121.53166700 
大安區,建物,臺北市大安區忠孝東路四段241~270號,0,商,1040818,六層,7,華廈(10層含以下有電梯),住家用,730904,120.94,48000,397,0,25.04119150 ,121.55479930 
大安區,建物,臺北市大安區信義路二段198巷1~30號,0,住,1040818,一層,7,店面(店鋪),住家用,660426,341.81,200000,585,0,25.03326700 ,121.53041300 
大安區,建物,臺北市大安區信義路四段265巷31~60號,348.32,,1040710,地下層,7,華廈(10層含以下有電梯),見使用執照,730308,348.32,60000,172,0,25.03358590 ,121.54476190 
大安區,建物,臺北市大安區基隆路二段181~210號,0,商,1040731,十一層,14,住宅大樓(11層含以上有電梯),住家用,980109,47.46,30000,632,0,25.02524420 ,121.55349070 
大安區,建物,臺北市大安區瑞安街120巷10弄1~30號,0,住,1040813,一層,7,店面(店鋪),住家用,720818,245.77,68182,277,0,25.03005220 ,121.54205480 
大安區,建物,臺北市大安區敦化南路一段161巷1~30號,0,其他,1040803,二層,4,公寓(5樓含以下無電梯),,,72.25,34091,472,0,25.04359910 ,121.54950810 
大安區,建物,臺北市大安區復興南路一段61~90號,0,住,1040817,五層,16,辦公商業大樓,商業用,701230,167.61,73500,439,0,25.04513600 ,121.54412600 
大安區,建物,臺北市大安區仁愛路四段91~120號,0,其他,1040820,十四層,15,住宅大樓(11層含以上有電梯),住家用,,219.16,100000,456,0,25.03803630 ,121.54784760 
大安區,建物,臺北市大安區敦化南路二段1~30號,0,,1040810,十七層,18,住宅大樓(11層含以上有電梯),住家用,760711,106.22,55000,518,0,25.03303580 ,121.54921810 
大安區,建物,臺北市大安區建國南路一段301~330號,0,住,1040815,十四層,14,住宅大樓(11層含以上有電梯),住家用,750520,86.36,34500,399,0,25.03542200 ,121.53831500 
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181~210號,1719,商,1040820,五層,14,住宅大樓(11層含以上有電梯),住商用,,53.9,40000,742,0,25.04125350 ,121.55250030 
大安區,建物,臺北市大安區復興南路一段181~210號,0,商,1040731,十一層,12,辦公商業大樓,住家用,721116,297.69,145000,487,0,25.04061890 ,121.54400440 
大安區,建物,臺北市大安區敦化南路177巷1~30號,0,住,1040821,四層,7,華廈(10層含以下有電梯),,,141.58,54000,381,0,25.04292030 ,121.55054100 
大安區,建物,臺北市大安區忠孝東路四段91~120號,0,商,1040813,二層,6,店面(店鋪),住家用,600518,135.56,157600,1163,0,25.04177800 ,121.54778100 
大安區,建物,臺北市大安區復興南路二段160巷17弄1~30號,0,,1040824,一層,4,公寓(5樓含以下無電梯),住家用,,102.46,30800,301,0,25.02782100 ,121.54226680 
大安區,建物,臺北市大安區敦化南路二段81巷65弄1~30號,0,住,1040824,一層,4,公寓(5樓含以下無電梯),住家用,,99.64,43000,432,0,25.03303580 ,121.54921810 
大安區,建物,臺北市大安區復興南路一段107巷1~30號,0,住,1040728,五層,5,其他,,,16.53,6000,363,0,25.04370880 ,121.54605950 
大安區,建物,臺北市大安區仁愛路四段122巷1~30號,0,住,1040730,七層,7,華廈(10層含以下有電梯),住家用,700722,188.59,70000,371,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區辛亥路一段91~120號,0,住,1040731,十六層,27,住宅大樓(11層含以上有電梯),住家用,791219,127.82,53000,415,0,25.02183600 ,121.53086400 
大安區,建物,臺北市大安區仁愛路四段61~90號,0,其他,1040818,四層,14,住宅大樓(11層含以上有電梯),商業用,,35.15,20000,569,0,25.03827370 ,121.54661730 
大安區,建物,臺北市大安區光復南路420巷1~30號,0,住,1040825,四層,7,華廈(10層含以下有電梯),住家用,691101,159.25,52000,327,0,25.03563930 ,121.55679440 
大安區,建物,臺北市大安區光復南路240巷31~60號,0,住,1040821,六層,7,華廈(10層含以下有電梯),住家用,,119.61,45000,376,0,25.04049000 ,121.55607100 
大安區,建物,臺北市大安區復興南路二段78巷61~90號,0,住,1040819,二層,7,華廈(10層含以下有電梯),住家用,700924,118.88,40000,336,0,25.03109270 ,121.54186730 
大安區,房地(土地+建物),臺北市大安區光復南路631~660號,1968.93,商,1040811,十三層,14,住宅大樓(11層含以上有電梯),住家用,970627,71.69,50000,697,0,25.03108860 ,121.55719940 
大安區,房地(土地+建物),臺北市大安區通化街171巷30弄1~30號,38,住,1040806,見其他登記事項,2,店面(店鋪),,,71.62,60000,838,0,25.02741190 ,121.55517200 
大安區,建物,臺北市大安區復興南路一段107巷5弄1~30號,0,,1040826,一層,7,華廈(10層含以下有電梯),住家用,,102,102273,1003,0,25.04373220 ,121.54444850 
大安區,建物,臺北市大安區忠孝東路四段216巷32弄1~30號,0,住,1040826,一層,6,店面(店鋪),商業用,811110,152.64,241500,1582,0,25.04002120 ,121.55274420 
大安區,建物,臺北市大安區羅斯福路三段271~300號,0,商,1040813,十一層,14,住宅大樓(11層含以上有電梯),住家用,970131,78.48,40000,510,0,25.01867200 ,121.53062500 
大安區,建物,臺北市大安區復興南路二段78巷30弄1~30號,0,住,1040812,四層,9,華廈(10層含以下有電梯),住家用,760707,131.94,40000,303,0,25.03091790 ,121.54246830 
大安區,建物,臺北市大安區市民大道路四段91~120號,0,住,1040824,六層,15,辦公商業大樓,商業用,790804,237.64,125000,526,0,25.04481960 ,121.54846090 
大安區,建物,臺北市大安區復興南路一段122巷1~30號,0,其他,1040821,一層,12,住宅大樓(11層含以上有電梯),商業用,701231,26.92,15500,576,0,25.04362770 ,121.54257020 
大安區,建物,臺北市大安區新生南路一段151~180號,0,住,1040810,三層,7,辦公商業大樓,商業用,711224,221.74,90000,406,0,25.03535040 ,121.53288430 
大安區,建物,臺北市大安區信義路三段61~90號,0,商,1040821,一層,5,店面(店鋪),,,164.8,190000,1153,0,25.03372740 ,121.53650060 
大安區,建物,臺北市大安區大安路一段31巷1~30號,0,商,1040817,一層,4,店面(店鋪),,,33,70000,2121,0,25.04414150 ,121.54637170 
大安區,建物,臺北市大安區基隆路二段181~210號,0,商,1040825,五層,14,住宅大樓(11層含以上有電梯),住家用,980109,36.43,23000,631,0,25.02524420 ,121.55349070 
大安區,建物,臺北市大安區信義路四段121~150號,0,其他,1040826,六層,12,套房(1房1廳1衛),商業用,691124,55.78,27200,488,0,25.03355890 ,121.54407790 
大安區,建物,臺北市大安區大安路二段61~90號,0,住,1040828,五層,12,住宅大樓(11層含以上有電梯),住家用,981113,88.86,45000,506,0,25.03086470 ,121.54606930 
大安區,建物,臺北市大安區敦化南路一段181~210號,0,住,1040827,三層,14,辦公商業大樓,住家用,,92.31,40000,433,0,25.04291600 ,121.54941610 
大安區,房地(土地+建物),臺北市大安區忠孝東路四段301~330號,9.77,商,1040825,五層,12,住宅大樓(11層含以上有電梯),住家用,,66.53,34000,511,0,25.04162100 ,121.55520800 
大安區,建物,臺北市大安區敦化南路一段161巷31~60號,0,其他,1040817,二層,7,店面(店鋪),住家用,590403,168.54,120000,712,0,25.04361800 ,121.55060240 
大安區,建物,臺北市大安區敦化南路一段161巷61~90號,0,住,1040813,一層,7,店面(店鋪),住家用,751229,185.43,290000,1564,0,25.04353560 ,121.55201470 
大安區,建物,臺北市大安區和平東路一段50巷1弄1~30號,0,商,1040806,四層,7,華廈(10層含以下有電梯),住家用,970414,37.53,22000,586,0,25.02683300 ,121.52945850 
大安區,建物,臺北市大安區信義路四段241~270號,0,商,1040809,九層,15,住宅大樓(11層含以上有電梯),住家用,711106,96.98,40000,412,0,25.03343280 ,121.55355680 
大安區,建物,臺北市大安區大安路一段52巷1~30號,0,住,1040812,四層,10,華廈(10層含以下有電梯),住家用,981223,189.35,68000,359,23.47,25.04327710 ,121.54602860 
大安區,建物,臺北市大安區光復南路72巷7弄1~30號,0,,1040802,一層,1,店面(店鋪),商業用,740813,231.16,130000,562,0,25.03563930 ,121.55679440 
大安區,建物,臺北市大安區信義路四段181~210號,4.59,,1040821,九層,12,辦公商業大樓,商業用,850705,41.88,25000,597,0,25.03361600 ,121.55076800 
大安區,房地(土地+建物),臺北市大安區仁愛路四段300巷25弄1~30號,31.26,住,1040804,一層,7,華廈(10層含以下有電梯),住家用,730721,150.84,100000,663,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路三段31~60號,0,商,1040810,六層,12,辦公商業大樓,商業用,750207,98.95,25000,253,0,25.02475400 ,121.54759130 
大安區,房地(土地+建物),臺北市大安區復興南路二段301~330號,13.53,住,1040811,十七層,18,住宅大樓(11層含以上有電梯),住家用,760519,117.09,37000,316,0,25.02425500 ,121.54369900 
大安區,房地(土地+建物),臺北市大安區仁愛路四段391~420號,7.66,住,1040803,六層,12,住宅大樓(11層含以上有電梯),住家用,710227,184.56,63000,341,0,25.03750860 ,121.55656270 
大安區,建物,臺北市大安區金山南路二段159巷1~30號,0,住,1040828,四層,6,華廈(10層含以下有電梯),住家用,1010424,84.25,58000,688,0,25.02920400 ,121.52665700 
大安區,建物,臺北市大安區四維路361~390號,0,其他,1040828,一層,4,店面(店鋪),住家用,,102.39,68000,664,0,25.03580370 ,121.54806400 
大安區,建物,臺北市大安區建國南路一段331~360號,0,住,1040810,八層,13,住宅大樓(11層含以上有電梯),住家用,960130,125.01,64000,512,0,25.03463710 ,121.53806430 
大安區,房地(土地+建物),臺北市大安區基隆路二段91~120號,817,商,1040817,七層,12,辦公商業大樓,見使用執照,790901,233.79,68182,292,0,25.03000330 ,121.55787650 
大安區,建物,臺北市大安區光復南路631~660號,0,商,1040901,九層,14,住宅大樓(11層含以上有電梯),住家用,970627,62,42000,677,0,25.03108860 ,121.55719940 
大安區,建物,臺北市大安區和平東路一段50巷1弄1~30號,0,住,1040820,五層,7,華廈(10層含以下有電梯),住家用,970414,28.44,17000,598,0,25.02683300 ,121.52945850 
大安區,建物,臺北市大安區龍泉街5巷1~30號,0,住,1040809,四層,5,公寓(5樓含以下無電梯),住家用,,110.93,30000,270,0,25.02595170 ,121.52942640 
大安區,建物,臺北市大安區大安路一段51巷31~60號,0,商,1040825,二層,6,套房(1房1廳1衛),見其他登記事項,930311,36.94,25000,677,0,25.04319930 ,121.54758630 
大安區,建物,臺北市大安區基隆路二段181~210號,0,商,1040821,十層,14,住宅大樓(11層含以上有電梯),住家用,980109,36.43,20000,549,0,25.02524420 ,121.55349070 
大安區,建物,臺北市大安區永康街4巷1~30號,0,住,1040823,九層,10,華廈(10層含以下有電梯),住家用,960911,67.48,45000,667,0,25.03296500 ,121.52964400 
大安區,建物,臺北市大安區復興南路二段90巷1~30號,0,住,1040826,二層,12,住宅大樓(11層含以上有電梯),住家用,970125,46.56,40000,859,0,25.02921770 ,121.54431070 
大安區,建物,臺北市大安區延吉街241~270號,0,住,1040901,五層,7,華廈(10層含以下有電梯),住家用,,107.94,36000,334,0,25.03578260 ,121.55565250 
大安區,建物,臺北市大安區通化街211~240號,0,住,1040903,四層,7,華廈(10層含以下有電梯),住家用,740109,122.69,37500,306,0,25.02640320 ,121.55326590 
大安區,建物,臺北市大安區四維路170巷31~60號,0,住,1040905,五層,8,套房(1房1廳1衛),住家用,980115,38.81,20000,515,0,25.02837080 ,121.54673490 
大安區,建物,臺北市大安區安和路二段209巷1~30號,0,住,1040817,一層,6,華廈(10層含以下有電梯),住家用,760814,162.21,170000,1048,0,25.02610950 ,121.54998690 
大安區,建物,臺北市大安區復興南路一段219巷1~30號,0,住,1040904,二層,7,華廈(10層含以下有電梯),住家用,,215.46,70000,325,0,25.03914860 ,121.54412080 
